url,n_tokens_title,n_tokens_content,n_unique_tokens,timedelta,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
http://mashable.com/2014/03/04/obama-budget-climate-change/,13,1066,0.423529411,310,0.999999998,0.572357723,10,5,10,0,4.228893058,8,-1,798,181.75,37400,843300,232612.5,3212.803691,5724.521739,3861.901844,1300,21900,8550,0.02500031,0.899392142,0.025000118,0.025607147,0.025000283,0.539363219,0.254982019,0.039399625,0.012195122,0.763636364,0.236363636,0.488321995,0.033333333,1,-0.317139805,-0.5,-0.071428571,0,0,0.5,0,2000
http://mashable.com/2014/03/07/glaciovolcanoes-climate-model/,10,246,0.636363634,307,0.999999993,0.823529406,9,5,0,1,4.365853659,6,-1,519,164.765,3100,843300,465383.3333,1579.4,6029.845195,4285.988968,1800,9100,4666.666667,0.033333711,0.374438259,0.033333547,0.525560979,0.033333505,0.43761655,0.217526224,0.056910569,0.012195122,0.823529412,0.176470588,0.398214286,0.1,0.8,-0.129807692,-0.1875,-0.076923077,1,0.8,0.5,0.8,10100
http://mashable.com/2014/03/10/senate-climate-all-night-speeches/,8,923,0.471677559,304,0.999999998,0.65313653,9,5,1,2,4.702058505,9,-1,692,229.125,0,843300,191266.6667,0,5999.316667,3772.548706,4400,17400,11975,0.442745418,0.340270262,0.02229655,0.172464772,0.022222998,0.433482533,0.115039059,0.05092091,0.016251354,0.758064516,0.241935484,0.295392374,0.033333333,0.8,-0.228796296,-0.5,-0.125,0,0,0.5,0,1800
http://mashable.com/2014/03/11/senate-climate-talk-a-thon/,11,341,0.616352199,303,0.999999996,0.714893614,5,4,19,2,4.539589443,9,-1,1400,444.3533333,1700,843300,412455.5556,1533.333333,7500.609868,4316.576238,3700,9500,7000,0.131495509,0.133542717,0.022222955,0.690516041,0.022222778,0.447463768,0.166666667,0.035190616,0.026392962,0.571428571,0.428571429,0.561805556,0.166666667,1,-0.225925926,-0.5,-0.033333333,1,0.6,0.5,0.6,3400
http://mashable.com/2014/03/19/white-house-climate-data-program/,12,273,0.580392155,295,0.999999994,0.726114645,16,2,14,1,4.604395604,10,-1,712,107.995,35900,843300,516250,3352.025334,7645.610879,5442.841166,1200,25000,13100,0.320106384,0.122959878,0.020060551,0.378906222,0.157966965,0.5,0.09905303,0.032967033,0.029304029,0.529411765,0.470588235,0.383333333,0.1,0.8,-0.158854167,-0.1875,-0.15,0.414478114,0.16026936,0.085521886,0.16026936,2600
http://mashable.com/2014/03/26/climate-change-documentary-obama-interview/,10,1922,0.460255697,288,0.999999999,0.597464342,15,6,51,0,4.80541103,7,-1,483,105.1666667,0,843300,294442.8571,0,3574.24426,2199.139242,596,10600,3172,0.028574167,0.243226888,0.670571586,0.028865599,0.028761761,0.404492281,0.089429356,0.022372529,0.016129032,0.581081081,0.418918919,0.420022903,0.0625,1,-0.293789633,-0.8,-0.05,0,0,0.5,0,1100
http://mashable.com/2014/03/30/climate-change-to-lead-to-food-shortages-civil-conflicts-climate-panel-warns/,10,564,0.442238266,284,0.999999997,0.55135135,5,1,12,0,4.845744681,10,-1,712,151.5,0,843300,185700,0,4283.667506,1857.056031,23700,23700,23700,0.020008371,0.020008191,0.386210535,0.020004836,0.553768067,0.375650553,0.127664743,0.033687943,0.014184397,0.703703704,0.296296296,0.292469811,0.136363636,0.6,-0.153373016,-0.25,-0.071428571,0.4,-0.15,0.1,0.15,2700
http://mashable.com/2014/03/31/key-findings-un-climate-science-report/,9,117,0.638888883,283,0.999999983,0.779661004,4,1,2,0,4.41025641,10,-1,598,172.75,0,843300,166370,0,3894.635294,2599.923771,1900,1900,1900,0.020203429,0.020003065,0.02001807,0.119773489,0.820001947,0.4625,0.1125,0.008547009,0.008547009,0.5,0.5,0.7,0.7,0.7,-0.25,-0.25,-0.25,0.85,0.45,0.35,0.45,2500
http://mashable.com/2014/04/02/exxon-burn-oil-gas-reserves-climate/,10,335,0.576433119,281,0.999999995,0.7287234,7,3,0,0,4.913432836,9,-1,519,204,0,843300,125757.6667,0,3579.557734,1830.858083,1500,6100,4266.666667,0.022227128,0.022223765,0.799826266,0.022324443,0.133398398,0.438675214,0.036324786,0.029850746,0.017910448,0.625,0.375,0.451428571,0.1,0.7,-0.542592593,-1,-0.155555556,0.333333333,0.25,0.166666667,0.25,826
http://mashable.com/2014/04/14/un-climate-report-need-to-know/,12,151,0.736486482,269,0.99999999,0.859999991,2,2,1,0,4.417218543,4,-1,580,160.75,9700,843300,318400,2451.5,4143.06296,3364.998425,716,716,716,0.050000216,0.79976649,0.050054962,0.050178225,0.050000107,0.240564738,-0.085330579,0.01986755,0.039735099,0.333333333,0.666666667,0.145454545,0.1,0.2,-0.1875,-0.25,-0.05,0.1875,-0.125,0.3125,0.125,1100
http://mashable.com/2014/04/23/climate-visualization-us-warming/,9,185,0.65745856,260,0.999999991,0.769911498,7,6,1,1,4.816216216,5,-1,863,214.718,12700,843300,565580,2558.860943,4477.532258,3347.897075,780,45900,12621.6,0.431545148,0.240617337,0.247800042,0.040030998,0.040006475,0.396527778,0.024305556,0.010810811,0.010810811,0.5,0.5,0.375,0.25,0.5,-0.277777778,-0.4,-0.155555556,0.2,0.3,0.3,0.3,927
http://mashable.com/2014/05/05/white-house-climate-report-meterologists/,8,2889,0.303924974,247,0.999999999,0.547720797,25,1,3,0,4.178608515,6,-1,474,170.4,0,843300,322583.3333,0,4990.796923,3363.994037,2300,2300,2300,0.034042109,0.033373743,0.309172743,0.033359659,0.590051745,0.44621399,0.172947119,0.043959848,0.012114919,0.783950617,0.216049383,0.397104851,0.1,1,-0.271944444,-0.8,-0.05,0,0,0.5,0,1000
http://mashable.com/2014/05/06/charts-climate-change-alters-life/,10,174,0.589595372,247,0.999999993,0.581081077,18,2,16,0,5.637931034,7,-1,838,286.6666667,0,843300,345628.5714,0,18548.0625,6510.24064,12900,12900,12900,0.028610278,0.189875925,0.028615296,0.581016573,0.171881928,0.638888889,0.316666667,0.028735632,0.005747126,0.833333333,0.166666667,0.67,0.35,1,-0.5,-0.5,-0.5,0,0,0.5,0,2200
http://mashable.com/2014/05/06/white-house-climate-change-report/,8,466,0.425675675,246,0.999999997,0.48881789,40,4,34,0,4.969957082,10,-1,472,137.7777778,0,843300,298170,0,6486.28113,4011.620972,519,14900,7709.5,0.020000902,0.020006805,0.020013469,0.919837319,0.020141505,0.466313933,0.114594356,0.032188841,0.015021459,0.681818182,0.318181818,0.328888889,0.1,0.5,-0.262755102,-0.5,-0.1875,0.5,-0.5,0,0.5,3400
http://mashable.com/2014/05/09/white-house-climate-report/,11,683,0.496978851,243,0.999999998,0.647201945,22,3,1,2,4.773060029,10,-1,764,309.6,3000,843300,236960,1288.666667,7304.181818,2997.393876,1300,1300,1300,0.020002796,0.020003356,0.808287793,0.020415953,0.131290102,0.446544347,0.124568358,0.029282577,0.007320644,0.8,0.2,0.346363636,0.033333333,0.8,-0.235,-0.6,-0.05,0.229166667,0.125,0.270833333,0.125,1800
http://mashable.com/2014/05/12/john-oliver-climate-change-debate/,12,604,0.552587645,241,0.999999997,0.764872519,1,1,1,0,4.317880795,6,-1,924,313,1700,843300,263416.6667,1312,5091.540793,3286.575584,825,825,825,0.033338841,0.706867096,0.193035483,0.03342303,0.03333555,0.494542208,0.095920996,0.051324503,0.01986755,0.720930233,0.279069767,0.293824187,0.1,0.7,-0.267013889,-1,-0.05,0.05,0.15,0.45,0.15,547
http://mashable.com/2014/05/15/climate-change-impact/,14,989,0.442169907,238,0.999999998,0.643738976,9,5,4,1,4.62082912,7,-1,1000,283.0983333,0,843300,439542.8571,0,5571.584593,3497.228853,1300,8600,4950,0.885653368,0.028573808,0.028572224,0.028572305,0.028628295,0.460480943,0.13600489,0.037411527,0.012133468,0.755102041,0.244897959,0.346478296,0.033333333,0.8,-0.309837963,-0.625,-0.1,0.366666667,0.166666667,0.133333333,0.166666667,2500
http://mashable.com/2014/05/20/pat-sajak-climate-change/,7,672,0.38372093,233,0.999999997,0.495844874,4,4,1,1,4.18452381,8,-1,695,148.8571429,0,843300,292450,0,3584.890773,2415.673544,1500,1500,1500,0.025086754,0.025047621,0.150808437,0.025000209,0.774056979,0.467465438,0.220794931,0.02827381,0.00297619,0.904761905,0.095238095,0.435902256,0.1,1,-0.49375,-0.8,-0.1875,0,0,0.5,0,1600
http://mashable.com/2014/05/21/climate-change-expert-habits/,12,298,0.550675674,232,0.999999995,0.649484533,14,2,10,1,4.275167785,9,-1,712,247.8888889,35900,843300,418522.2222,3556.37931,8546.65,5309.98037,2000,4800,3400,0.022237433,0.142394567,0.022255626,0.790885574,0.022226799,0.554216771,0.203884079,0.063758389,0.016778523,0.791666667,0.208333333,0.391045796,0.1,0.8,-0.345,-0.6,-0.1875,0.767857143,0.392857143,0.267857143,0.392857143,8100
http://mashable.com/2014/05/29/obama-climate-change-epa-speech/,13,454,0.550111357,224,0.999999996,0.697416972,5,5,1,0,4.751101322,5,-1,758,203.25,0,843300,320700,0,3578.303885,2556.015167,1000,13300,7050,0.040013656,0.242669324,0.235941639,0.040007125,0.441368256,0.398452991,0.048170635,0.028634361,0.015418502,0.65,0.35,0.236996337,0.166666667,0.35,-0.189880952,-0.4,-0.125,0.35,0.2,0.15,0.2,1000
http://mashable.com/2014/06/03/obama-climate-china-carbon/,10,754,0.52269601,219,0.999999998,0.686192467,25,1,1,0,4.954907162,10,-1,868,266.875,0,843300,174550,0,3580.300313,1879.647334,1500,1500,1500,0.020015587,0.020001221,0.450496801,0.020000783,0.489485608,0.526818555,0.065032841,0.035809019,0.019893899,0.642857143,0.357142857,0.286922399,0.1,0.8,-0.255,-0.6,-0.05,0.72,-0.22,0.22,0.22,870
http://mashable.com/2014/06/04/ongoing-volcanic-eruptions-not-expected-to-alter-climate/,13,276,0.580882351,218,0.999999995,0.68085106,3,1,2,1,4.949275362,6,-1,971,273.3333333,1300,843300,279000,1135.5,3579.609481,2217.86838,988,988,988,0.033334683,0.033334203,0.533293058,0.033333927,0.366704129,0.308900227,0.039909297,0.018115942,0.02173913,0.454545455,0.545454545,0.334857143,0.16,0.4,-0.159259259,-0.4,-0.1,0,0,0.5,0,1100
http://mashable.com/2014/06/05/g7-new-treaty-climate-rules/,13,356,0.601139599,217,0.999999995,0.770270267,3,3,13,1,4.519662921,7,-1,569,124.5714286,17100,843300,406942.8571,2845.906103,6365.250302,4144.145329,1600,1600,1600,0.028600447,0.280629963,0.028571857,0.633625803,0.028571929,0.423960806,-0.015930038,0.036516854,0.030898876,0.541666667,0.458333333,0.266500167,0.1,0.5,-0.341666667,-0.6,-0.166666667,0.443939394,-0.015151515,0.056060606,0.015151515,949
http://mashable.com/2014/06/09/obama-frustration-climate-skeptics/,13,264,0.567567565,213,0.999999994,0.710691819,3,2,1,1,4.674242424,8,-1,480,196.375,10000,843300,287387.5,2069.339545,3578.12199,2782.830102,6800,6800,6800,0.025176653,0.025047927,0.160698199,0.025000187,0.764077035,0.486580087,0.281926407,0.064393939,0.003787879,0.944444444,0.055555556,0.354144385,0.1,1,-0.1,-0.1,-0.1,0.4,0,0.1,0,2500
http://mashable.com/2014/06/13/climate-change-women/,8,574,0.553359683,209,0.999999997,0.635170602,78,5,2,1,5.409407666,8,-1,863,325.25,715,843300,293851.875,715,8488.930481,5491.411224,3000,3500,3250,0.025273585,0.025456093,0.025000364,0.762259396,0.162010562,0.655762411,-0.352358156,0.027874564,0.059233449,0.32,0.68,0.426041667,0.166666667,0.7,-0.515808824,-1,-0.15,0.4,-0.4,0.1,0.4,1000
http://mashable.com/2014/06/15/obama-climate-change-deniers/,13,1794,0.355617977,206,0.999999999,0.566353186,42,2,9,0,4.303790412,5,-1,1100,282.2,27700,843300,370040,3267.456559,5471.338235,4155.468235,0,0,0,0.839999897,0.040000052,0.040000024,0.040000013,0.040000015,0.540807095,0.152847858,0.04960981,0.018394649,0.729508197,0.270491803,0.377867722,0.0625,1,-0.315025253,-0.7,-0.05,0.6,-0.3,0.1,0.3,6000
http://mashable.com/2014/06/18/poll-americans-favor-obama-climate-plan/,13,487,0.546972859,204,0.999999996,0.736654802,6,2,3,0,4.813141684,10,-1,450,177.1666667,0,843300,202810,0,5511.463415,2298.84846,970,16300,8635,0.020180587,0.117763621,0.119270381,0.020036944,0.722748467,0.485935065,0.091248377,0.036960986,0.020533881,0.642857143,0.357142857,0.394705387,0.1,1,-0.307142857,-0.666666667,-0.05,0,0,0.5,0,1000
http://mashable.com/2014/06/23/climate-change-tech-students/,9,307,0.573825501,199,0.999999995,0.744680847,10,7,3,2,4.785016287,6,-1,1400,273.3333333,1400,843300,395133.3333,1400,4572.719286,3258.992786,1600,9100,4780,0.366409876,0.033340556,0.033343057,0.033334336,0.533572174,0.397121212,0.154886364,0.035830619,0.009771987,0.785714286,0.214285714,0.372520661,0.136363636,0.5,-0.166666667,-0.166666667,-0.166666667,0,0,0.5,0,2600
http://mashable.com/2014/06/25/climate-change-myths/,12,826,0.3840399,197,0.999999998,0.477859778,2,2,19,0,4.750605327,7,-1,82,31.66666667,0,843300,529428.5714,0,3985.351032,2910.976535,1300,2200,1750,0.028673608,0.028578221,0.028636645,0.028573812,0.885537714,0.376031903,0.164484284,0.035108959,0.008474576,0.805555556,0.194444444,0.299986565,0.1,0.5,-0.133333333,-0.2,-0.083333333,0.427272727,0.268181818,0.072727273,0.268181818,1700
http://mashable.com/2014/07/02/nasa-oco-2-climate-carbon-satellite-launch/,14,929,0.416666666,190,0.999999998,0.559479553,10,8,2,1,4.37459634,9,-1,719,293.125,0,843300,177488.8889,0,4746.818182,2653.570599,790,5700,2611.625,0.133318987,0.180289739,0.64153323,0.0226356,0.022222443,0.461966886,0.132882583,0.040904198,0.009687836,0.808510638,0.191489362,0.404506437,0.05,1,-0.380555556,-0.666666667,-0.1,0,0,0.5,0,945
http://mashable.com/2014/07/07/dubai-climate-controlled-city/,12,1024,0.535889872,185,0.999999998,0.771004941,2,2,3,0,4.418945313,6,-1,826,267.6,0,843300,228950,0,7162.036036,3169.816882,1100,1100,1100,0.033333914,0.866481042,0.033333549,0.033517874,0.033333621,0.511150516,-0.033019314,0.02734375,0.026367188,0.509090909,0.490909091,0.34364564,0.05,1,-0.495061728,-1,-0.05,0,0,0.5,0,1100
http://mashable.com/2014/07/09/national-parks-climate-change/,6,806,0.494296577,183,0.999999998,0.667359666,2,0,4,0,4.699751861,3,-1,43,13.66666667,67700,843300,350800,2177.729394,3533.285324,2724.604016,0,0,0,0.066668203,0.066666757,0.733324186,0.066666689,0.066674165,0.43589398,-0.00818529,0.024813896,0.018610422,0.571428571,0.428571429,0.304350649,0.1,0.6,-0.394722222,-1,-0.05,0.9,-0.8,0.4,0.8,937
http://mashable.com/2014/07/23/climate-change-cork-trees/,12,399,0.547557839,169,0.999999996,0.711111108,10,3,2,1,4.86716792,8,-1,914,385.375,1300,843300,159575,1015.5,4000.865937,2403.636035,941,1200,1027.333333,0.025002007,0.150276683,0.559101359,0.025002344,0.240617607,0.517619048,-0.033571429,0.030075188,0.032581454,0.48,0.52,0.341666667,0.1,0.6,-0.336538462,-1,-0.1,0.5,0.5,0,0.5,552
http://mashable.com/2014/07/25/obama-commits-to-attending-un-climate-summit-in-new-york/,10,441,0.529137528,166,0.999999996,0.660305341,11,2,1,0,4.700680272,6,-1,604,137.4,0,843300,374233.3333,0,3518.098994,2239.077217,5700,5700,5700,0.866568135,0.033353173,0.033371264,0.033373012,0.033334416,0.554666667,0.197333333,0.036281179,0.01814059,0.666666667,0.333333333,0.4615625,0.05,1,-0.220833333,-0.5,-0.1,0,0,0.5,0,3500
http://mashable.com/2014/08/01/nasa-icecube-climate-change-cubesat/,6,175,0.686390528,160,0.999999991,0.830188671,3,1,1,0,4.64,8,-1,2400,634,0,843300,165040.75,0,6654.533333,2661.314075,625,625,625,0.025002406,0.025332843,0.122351092,0.802312017,0.025001643,0.313227513,0.123160173,0.051428571,0,1,0,0.262049062,0.1,0.5,0,0,0,0.5,0.136363636,0,0.136363636,728
http://mashable.com/2014/08/04/ants-climate-change/,15,187,0.618279567,157,0.999999992,0.693548382,1,1,5,1,4.759358289,5,-1,160,44.4,52700,843300,578680,3509.663201,8972.091463,5673.172534,3400,3400,3400,0.040000114,0.040021402,0.040107498,0.839870924,0.040000061,0.561363636,0.087337662,0.032085561,0.016042781,0.666666667,0.333333333,0.337121212,0.05,0.7,-0.266666667,-0.6,-0.05,0,-0.2,0.5,0.2,1400
http://mashable.com/2014/09/02/new-york-times-adds-climate-editor/,8,453,0.559284115,127,0.999999996,0.712765955,8,1,2,0,5.072847682,9,-1,717,110,2400,843300,245022.2222,1329.666667,3483.305109,2287.319516,905,905,905,0.323823226,0.022222287,0.609508571,0.022222283,0.022223632,0.268639456,-0.040408163,0.017660044,0.028697572,0.380952381,0.619047619,0.285714286,0.05,0.9,-0.315384615,-0.75,-0.1,0.15,-0.133333333,0.35,0.133333333,596
http://mashable.com/2014/09/05/un-climate-summit-preview/,13,626,0.480645161,124,0.999999997,0.664021162,2,2,1,0,4.932907348,7,-1,0,-1,2600,843300,154000,934.7391304,3481.677382,1785.912977,544,885,714.5,0.028571861,0.028888476,0.597392248,0.028571513,0.316575901,0.310714286,-0.0658308,0.017571885,0.03514377,0.333333333,0.666666667,0.272510823,0.033333333,0.5,-0.258712121,-1,-0.1,0.4,-0.3,0.1,0.3,1100
http://mashable.com/2014/09/10/the-ozone-layer-is-finally-recovering-but-gains-are-fragile-with-links-to-climate-scientists-say/,15,366,0.53314917,119,0.999999995,0.754999996,2,1,2,0,4.669398907,7,-1,775,324.1428571,1000,843300,227842.8571,837.5,3483.92786,2028.896291,1000,1000,1000,0.433679209,0.028573134,0.480499408,0.028572275,0.028675974,0.405255682,0.030847538,0.021857923,0.016393443,0.571428571,0.428571429,0.267424242,0.136363636,0.5,-0.277777778,-0.9,-0.075,1,0.5,0.5,0.5,726
http://mashable.com/2014/09/14/united-nations-climate-summit/,13,1021,0.466600199,115,0.999999998,0.636799999,29,5,2,2,4.794319295,7,-1,607,157.4285714,2800,843300,262814.2857,1242,3484.224714,2567.61847,996,83300,18439.2,0.028571813,0.028573416,0.729780787,0.028571564,0.184502419,0.445569986,0.203290043,0.051909892,0.014691479,0.779411765,0.220588235,0.415425141,0.1,1,-0.179761905,-0.5,-0.05,0.5,0.5,0,0.5,1000
http://mashable.com/2014/09/17/un-climate-change-summit-takepart/,10,889,0.407234539,112,0.999999998,0.540186915,25,4,12,0,4.511811024,7,-1,810,114.8571429,48000,843300,521785.7143,2542.818919,4664.133333,3469.878568,810,48000,27403.33333,0.337293231,0.0285725,0.028590606,0.02857157,0.576972092,0.460061499,0.135112176,0.03712036,0.016872891,0.6875,0.3125,0.33611603,0.0625,0.7,-0.151984127,-0.4,-0.071428571,0.65,-0.183333333,0.15,0.183333333,1900
http://mashable.com/2014/09/18/u-n-secretary-general-climate-protest-sunday/,10,437,0.527906976,111,0.999999996,0.708502021,5,2,2,0,4.681922197,4,-1,95,23,141400,843300,449825,2179.890998,4459.275956,3159.607252,1400,33100,17250,0.295843864,0.050021982,0.552990109,0.050343175,0.05080087,0.532666667,0.088,0.025171625,0.016018307,0.611111111,0.388888889,0.4,0.1,0.6,-0.314285714,-1,-0.05,0.6875,-0.0625,0.1875,0.0625,1500
http://mashable.com/2014/09/18/world-smashes-all-time-temperature-records-ahead-of-un-climate-summit/,13,901,0.441441441,111,0.999999998,0.625939848,6,3,3,1,4.776914539,8,-1,568,165.75,8100,843300,254700,1633.073171,4898.777778,3025.19205,1200,6200,4533.333333,0.025001402,0.025000707,0.899956785,0.0250005,0.025040606,0.388222072,0.181092437,0.032186459,0.004439512,0.878787879,0.121212121,0.384482759,0.1,0.85,-0.2875,-0.6,-0.05,0,0,0.5,0,1300
